"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"11/29/2023","11/29/2023","11/30/2023","CTRA","CTRA 1/19/2024 Put $26.50","STO","3","$0.91","$272.89"
"11/29/2023","11/29/2023","11/30/2023","CTRA","CTRA 12/1/2023 Put $27.00","BTC","3","$0.86","($258.09)"
"11/29/2023","11/29/2023","12/1/2023","VZ","Verizon
CUSIP: 92343V104","Sell","0.252679","$37.64","$9.51"
"11/28/2023","11/28/2023","11/29/2023","ADI","ADI 12/1/2023 Call $187.50","STO","1","$0.10","$9.95"
"11/28/2023","11/28/2023","11/29/2023","MU","MU 6/21/2024 Put $72.50","BTC","1","$5.98","($598.03)"
"11/28/2023","11/28/2023","11/29/2023","MU","MU 4/19/2024 Put $75.00","STO","1","$5.98","$597.95"
"11/28/2023","11/28/2023","11/30/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.252679","$37.31","($9.43)"
"11/28/2023","11/28/2023","11/28/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"11/27/2023","11/27/2023","11/27/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$9.43"
"11/27/2023","11/27/2023","11/28/2023","AAPL","AAPL 12/1/2023 Put $190.00","BTC","1","$1.07","($107.03)"
"11/27/2023","11/27/2023","11/28/2023","AAPL","AAPL 12/1/2023 Put $190.00","STO","1","$1.07","$106.95"
"11/27/2023","11/27/2023","11/28/2023","XOM","XOM 12/1/2023 Put $102.00","STO","1","$0.52","$51.95"
"11/27/2023","11/27/2023","11/29/2023","VZ","Verizon
CUSIP: 92343V104","Sell","6.660051","$37.39","$249.04"
"11/27/2023","11/27/2023","11/28/2023","AMZN","AMZN 12/1/2023 Put $146.00","STO","1","$1.17","$116.95"
"11/27/2023","11/27/2023","11/27/2023","","Transfer from Brokerage to Spending","XENT","","","($300.00)"
"11/27/2023","11/27/2023","11/27/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($75.80)"
"11/24/2023","11/24/2023","11/27/2023","ADI","Option Expiration for ADI 11/24/2023 Call $187.50","OEXP","1","",""
"11/24/2023","11/24/2023","11/27/2023","VZ","VZ 11/24/2023 Call $37.00","OASGN","4","",""
"11/24/2023","11/24/2023","11/28/2023","VZ","Verizon
CUSIP: 92343V104
4 VZ Options Assigned","Sell","400","$37.00","$14,799.82"
"11/24/2023","11/24/2023","11/24/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"11/24/2023","11/24/2023","11/27/2023","","ACH Deposit","ACH","","","$2,000.00"
"11/24/2023","11/24/2023","11/27/2023","DG","DG 11/24/2023 Put $121.00","BTC","1","$0.10","($10.03)"
"11/22/2023","11/22/2023","11/24/2023","AMD","AMD 11/24/2023 Put $116.00","BTC","1","$0.04","($4.03)"
"11/22/2023","11/22/2023","11/24/2023","CTRA","CTRA 12/1/2023 Put $27.00","STO","3","$1.00","$299.89"
"11/22/2023","11/22/2023","11/24/2023","CTRA","CTRA 11/24/2023 Put $27.00","BTC","3","$0.97","($291.09)"
"11/21/2023","11/21/2023","11/22/2023","AMD","AMD 11/24/2023 Put $116.00","STO","1","$1.02","$101.95"
"11/21/2023","11/21/2023","11/24/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.279706","$36.86","($10.31)"
"11/20/2023","11/20/2023","11/20/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.31"
"11/20/2023","11/20/2023","11/21/2023","DG","DG 11/24/2023 Put $121.00","STO","1","$1.14","$113.95"
"11/17/2023","11/17/2023","11/20/2023","DG","DG 11/24/2023 Put $118.00","BTC","1","$0.75","($75.03)"
"11/17/2023","11/17/2023","11/20/2023","DG","DG 11/24/2023 Put $118.00","STO","1","$1.75","$174.95"
"11/16/2023","11/16/2023","11/17/2023","CTRA","CTRA 11/17/2023 Put $27.00","BTC","3","$0.77","($231.09)"
"11/16/2023","11/16/2023","11/17/2023","CTRA","CTRA 11/24/2023 Put $27.00","STO","3","$0.78","$233.89"
"11/16/2023","11/16/2023","11/16/2023","","Gold Subscription Fee","GOLD","","","($5.00)"
"11/14/2023","11/14/2023","11/15/2023","ADI","ADI 11/24/2023 Call $187.50","STO","1","$0.73","$72.95"
"11/14/2023","11/14/2023","11/16/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.00111","$36.01","($0.04)"
"11/14/2023","11/14/2023","11/16/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.361345","$36.01","($13.01)"
"11/13/2023","11/13/2023","11/13/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$13.05"
"11/13/2023","11/13/2023","11/13/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"11/13/2023","11/13/2023","11/13/2023","","Transfer from Brokerage to Spending","XENT","","","($250.00)"
"11/10/2023","11/10/2023","11/13/2023","ADI","Option Expiration for ADI 11/10/2023 Put $162.50","OEXP","1","",""
"11/10/2023","11/10/2023","11/13/2023","CTRA","CTRA 11/10/2023 Put $27.00","BTC","1","$0.22","($22.03)"
"11/10/2023","11/10/2023","11/13/2023","CTRA","CTRA 11/10/2023 Put $27.00","BTC","1","$0.22","($22.03)"
"11/10/2023","11/10/2023","11/13/2023","CTRA","CTRA 11/10/2023 Put $27.00","BTC","1","$0.22","($22.03)"
"11/10/2023","11/10/2023","11/13/2023","CTRA","CTRA 11/17/2023 Put $27.00","STO","1","$0.54","$53.95"
"11/10/2023","11/10/2023","11/13/2023","CTRA","CTRA 11/17/2023 Put $27.00","STO","1","$0.54","$53.95"
"11/10/2023","11/10/2023","11/13/2023","CTRA","CTRA 11/17/2023 Put $27.00","STO","1","$0.54","$53.95"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/24/2023 Call $37.00","STO","1","$0.07","$6.95"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/24/2023 Call $37.00","STO","1","$0.07","$6.95"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/24/2023 Call $37.00","STO","1","$0.07","$6.95"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/10/2023 Call $37.00","BTC","1","$0.01","($1.03)"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/10/2023 Call $37.00","BTC","1","$0.01","($1.03)"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/10/2023 Call $37.00","BTC","1","$0.01","($1.03)"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/24/2023 Call $37.00","STO","1","$0.07","$6.95"
"11/9/2023","11/9/2023","11/10/2023","VZ","VZ 11/10/2023 Call $37.00","BTC","1","$0.01","($1.03)"
"11/7/2023","11/7/2023","11/8/2023","AMZN","AMZN 11/17/2023 Put $127.00","BTC","1","$0.10","($10.03)"
"11/7/2023","11/7/2023","11/9/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.136974","$35.70","($4.89)"
"11/6/2023","11/6/2023","11/8/2023","F","Ford Motor
CUSIP: 345370860","Buy","100","$10.30","($1,029.50)"
"11/6/2023","11/6/2023","11/6/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$4.89"
"11/3/2023","11/3/2023","11/6/2023","ADI","Option Expiration for ADI 11/3/2023 Call $180.00","OEXP","1","",""
"11/3/2023","11/3/2023","11/6/2023","","ACH Deposit","ACH","","","$6,000.00"
"11/2/2023","11/2/2023","11/2/2023","","Transfer from Brokerage to Spending","XENT","","","($300.00)"
"11/2/2023","11/2/2023","11/2/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($171.16)"
"11/1/2023","11/1/2023","11/1/2023","VZ","Cash Div: R/D 2023-10-10 P/D 2023-11-01 - 404.599229 shares at 0.665","CDIV","","","$269.06"
"11/1/2023","11/1/2023","11/1/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"11/1/2023","11/1/2023","11/2/2023","VZ","VZ 11/10/2023 Call $37.00","STO","2","$0.03","$5.92"
"11/1/2023","11/1/2023","11/2/2023","VZ","VZ 11/10/2023 Call $37.00","STO","1","$0.03","$2.95"
"11/1/2023","11/1/2023","11/2/2023","VZ","VZ 11/10/2023 Call $37.00","STO","1","$0.03","$2.95"
"10/31/2023","10/31/2023","11/2/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.000288","$34.67","($0.01)"
"10/31/2023","10/31/2023","11/2/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.302593","$34.67","($10.49)"
"10/30/2023","10/30/2023","10/31/2023","GM","GM 11/3/2023 Put $31.00","OASGN","1","",""
"10/30/2023","10/30/2023","11/1/2023","GM","GM
CUSIP: 37045V100
1 GM Option Assigned","Buy","100","$31.00","($3,100.00)"
"10/30/2023","10/30/2023","10/30/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.50"
"10/30/2023","10/30/2023","10/30/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/30/2023","10/30/2023","10/31/2023","","ACH Deposit","ACH","","","$500.00"
"10/27/2023","10/27/2023","10/30/2023","AMZN","AMZN 11/10/2023 Put $128.00","BTC","1","$3.45","($345.03)"
"10/27/2023","10/27/2023","10/30/2023","AMZN","AMZN 11/17/2023 Put $127.00","STO","1","$3.65","$364.95"
"10/25/2023","10/25/2023","10/26/2023","AMZN","AMZN 11/10/2023 Put $128.00","STO","1","$9.46","$945.95"
"10/25/2023","10/25/2023","10/26/2023","AMZN","AMZN 10/27/2023 Put $129.00","BTC","1","$9.34","($934.03)"
"10/25/2023","10/25/2023","10/26/2023","ADI","ADI 11/10/2023 Put $162.50","STO","1","$5.00","$499.95"
"10/25/2023","10/25/2023","10/26/2023","ADI","ADI 10/27/2023 Put $165.00","BTC","1","$4.84","($484.03)"
"10/25/2023","10/25/2023","10/26/2023","GM","GM 11/3/2023 Put $31.00","STO","1","$2.88","$287.95"
"10/25/2023","10/25/2023","10/26/2023","GM","GM 10/27/2023 Put $31.00","BTC","1","$2.87","($287.03)"
"10/24/2023","10/24/2023","10/26/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.367518","$33.25","($12.22)"
"10/23/2023","10/23/2023","10/23/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$12.22"
"10/20/2023","10/20/2023","10/23/2023","ADI","ADI 10/27/2023 Put $165.00","STO","1","$2.30","$229.98"
"10/20/2023","10/20/2023","10/23/2023","","ACH Deposit","ACH","","","$1,000.00"
"10/20/2023","10/20/2023","10/23/2023","XOM","XOM 10/20/2023 Put $110.00","BTC","1","$0.05","($5.00)"
"10/20/2023","10/20/2023","10/23/2023","","ACH Deposit","ACH","","","$1,500.00"
"10/19/2023","10/19/2023","10/20/2023","AMZN","AMZN 10/27/2023 Put $129.00","STO","1","$4.99","$498.98"
"10/19/2023","10/19/2023","10/20/2023","AMZN","AMZN 10/20/2023 Put $130.00","BTC","1","$2.12","($212.00)"
"10/18/2023","10/18/2023","10/19/2023","ADI","ADI 11/3/2023 Call $180.00","STO","1","$1.40","$139.98"
"10/17/2023","10/17/2023","10/19/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.288053","$31.13","($8.97)"
"10/17/2023","10/17/2023","10/17/2023","","Gold Subscription Fee","GOLD","","","($5.00)"
"10/16/2023","10/16/2023","10/16/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$8.97"
"10/13/2023","10/13/2023","10/16/2023","XOM","XOM 10/20/2023 Put $110.00","STO","1","$1.77","$176.98"
"10/13/2023","10/13/2023","10/16/2023","XOM","XOM 10/13/2023 Put $111.00","BTC","1","$1.22","($122.00)"
"10/13/2023","10/13/2023","10/13/2023","","Transfer from Brokerage to Spending","XENT","","","($2,300.00)"
"10/12/2023","10/12/2023","10/13/2023","GM","GM 10/27/2023 Put $31.00","STO","1","$1.27","$126.98"
"10/12/2023","10/12/2023","10/13/2023","GM","GM 10/13/2023 Put $31.50","BTC","1","$1.05","($105.00)"
"10/11/2023","10/11/2023","10/11/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"10/11/2023","10/11/2023","10/12/2023","","ACH Deposit","ACH","","","$500.00"
"10/10/2023","10/10/2023","10/10/2023","","Transfer from Brokerage to Spending","XENT","","","($100.00)"
"10/10/2023","10/10/2023","10/12/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.322918","$31.48","($10.17)"
"10/10/2023","10/10/2023","10/12/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.000317","$31.48","($0.01)"
"10/10/2023","10/10/2023","10/10/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/9/2023","10/9/2023","10/9/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$10.18"
"10/9/2023","10/9/2023","10/9/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/9/2023","10/9/2023","10/10/2023","XOM","XOM 10/13/2023 Put $111.00","STO","1","$1.52","$151.98"
"10/9/2023","10/9/2023","10/9/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($5.28)"
"10/9/2023","10/9/2023","10/9/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($101.00)"
"10/9/2023","10/9/2023","10/9/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($7.00)"
"10/9/2023","10/9/2023","10/11/2023","","ACH Deposit","ACH","","","$2,000.00"
"10/9/2023","10/9/2023","10/9/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($58.61)"
"10/6/2023","10/6/2023","10/6/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/6/2023","10/6/2023","10/6/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($66.22)"
"10/6/2023","10/6/2023","10/10/2023","GOOGL","GOOGL 10/6/2023 Put $131.00","BTC","1","$0.03","($3.00)"
"10/5/2023","10/5/2023","10/6/2023","GM","GM 10/13/2023 Put $31.50","STO","1","$1.12","$111.98"
"10/5/2023","10/5/2023","10/6/2023","GM","GM 10/6/2023 Put $31.50","BTC","1","$0.84","($84.00)"
"10/5/2023","10/5/2023","10/5/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/4/2023","10/4/2023","10/5/2023","AMZN","AMZN 10/20/2023 Put $130.00","STO","1","$5.05","$504.98"
"10/4/2023","10/4/2023","10/5/2023","AMZN","AMZN 10/6/2023 Put $131.00","BTC","1","$4.39","($439.00)"
"10/3/2023","10/3/2023","10/3/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/3/2023","10/3/2023","10/4/2023","GM","GM 10/6/2023 Put $31.50","STO","1","$0.49","$48.98"
"10/3/2023","10/3/2023","10/5/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.000631","$31.69","($0.02)"
"10/3/2023","10/3/2023","10/5/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.352811","$31.69","($11.18)"
"10/2/2023","10/2/2023","10/2/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"10/2/2023","10/2/2023","10/2/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($7.62)"
"10/2/2023","10/2/2023","10/2/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($43.60)"
"10/2/2023","10/2/2023","10/2/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$11.20"
"10/2/2023","10/2/2023","10/2/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($16.82)"
"10/2/2023","10/2/2023","10/2/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/2/2023","10/2/2023","10/2/2023","","Transfer from Brokerage to Spending","XENT","","","($250.00)"
"10/2/2023","10/2/2023","10/2/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"10/2/2023","10/2/2023","10/2/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($4.36)"
"10/2/2023","10/2/2023","10/2/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($16.90)"
"9/29/2023","9/29/2023","10/2/2023","GM","Option Expiration for GM 9/29/2023 Call $36.00","OEXP","2","",""
"9/29/2023","9/29/2023","10/2/2023","F","Option Expiration for F 9/29/2023 Call $13.50","OEXP","1","",""
"9/29/2023","9/29/2023","9/29/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($16.26)"
"9/29/2023","9/29/2023","10/2/2023","GOOGL","GOOGL 10/6/2023 Put $131.00","STO","1","$0.73","$72.95"
"9/29/2023","9/29/2023","10/2/2023","GOOGL","GOOGL 9/29/2023 Put $131.00","BTC","1","$0.03","($3.03)"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 10/6/2023 Put $28.00","BTC","2","$0.77","($154.06)"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 10/6/2023 Put $28.00","BTC","1","$0.77","($77.03)"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 11/10/2023 Put $27.00","STO","2","$0.87","$173.92"
"9/29/2023","9/29/2023","10/2/2023","CTRA","CTRA 11/10/2023 Put $27.00","STO","1","$0.87","$86.95"
"9/28/2023","9/28/2023","9/28/2023","","Transfer from Brokerage to Spending","XENT","","","($100.00)"
"9/28/2023","9/28/2023","9/29/2023","AMZN","AMZN 10/6/2023 Put $131.00","STO","1","$7.05","$704.98"
"9/28/2023","9/28/2023","9/29/2023","AMZN","AMZN 9/29/2023 Put $131.00","BTC","1","$6.80","($680.00)"
"9/28/2023","9/28/2023","9/28/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"9/27/2023","9/27/2023","9/27/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($64.76)"
"9/26/2023","9/26/2023","9/26/2023","","Transfer from Brokerage to Spending","XENT","","","($200.00)"
"9/26/2023","9/26/2023","9/28/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.373014","$32.85","($12.25)"
"9/26/2023","9/26/2023","9/28/2023","VZ","Verizon
CUSIP: 92343V104","Buy","0.002435","$32.85","($0.08)"
"9/25/2023","9/25/2023","9/25/2023","","Transfer from Brokerage to Spending","XENT","","","($300.00)"
"9/25/2023","9/25/2023","9/25/2023","","Roundup - Transfer from Spending to Brokerage","XENT_RWR","","","$12.33"
"9/25/2023","9/25/2023","9/26/2023","AMZN","AMZN 9/29/2023 Put $131.00","STO","1","$2.19","$218.98"
"9/25/2023","9/25/2023","9/26/2023","GOOGL","GOOGL 9/29/2023 Put $131.00","STO","1","$2.07","$206.98"
"9/25/2023","9/25/2023","9/25/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"9/25/2023","9/25/2023","9/25/2023","","Backup Coverage Transfer - Transfer from Brokerage to Spending","XENT","","","($25.09)"
"9/25/2023","9/25/2023","9/25/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"9/25/2023","9/25/2023","9/26/2023","","ACH Deposit","ACH","","","$1,000.00"
"9/22/2023","9/22/2023","9/25/2023","VZ","Option Expiration for VZ 9/22/2023 Call $37.00","OEXP","4","",""
"9/22/2023","9/22/2023","9/25/2023","AAPL","Option Expiration for AAPL 9/22/2023 Put $172.50","OEXP","1","",""
"9/22/2023","9/22/2023","9/25/2023","GOOGL","GOOGL 9/22/2023 Put $131.00","BTC","1","$0.06","($6.00)"
"9/22/2023","9/22/2023","9/25/2023","F","F 9/29/2023 Call $13.50","STO","1","$0.04","$3.98"
"9/21/2023","9/21/2023","9/22/2023","GOOGL","GOOGL 9/22/2023 Put $131.00","STO","1","$1.02","$101.98"
"9/21/2023","9/21/2023","9/22/2023","GOOGL","GOOGL 9/22/2023 Call $130.00","STC","1","$1.39","$138.98"
"9/21/2023","9/21/2023","9/22/2023","GOOGL","GOOGL 9/22/2023 Call $130.00","BTO","1","$1.39","($139.00)"
"9/21/2023","9/21/2023","9/21/2023","","Transfer from Brokerage to Spending","XENT","","","($500.00)"
"9/20/2023","9/20/2023","9/21/2023","CTRA","CTRA 10/6/2023 Put $28.00","STO","3","$0.90","$269.98"
"9/20/2023","9/20/2023","9/21/2023","CTRA","CTRA 9/22/2023 Put $28.00","BTC","3","$0.85","($255.00)"
